gcc.trace
0.931989225939191,0.068010774060809,1024,1,4
0.936247656021238,0.063752343978762,1024,2,4
0.938355540128335,0.061644459871665,1024,4,4
0.959265672903702,0.040734327096298,1024,8,4
0.978250204098254,0.021749795901746,1024,16,4
0.988289317274372,0.011710682725628,1024,32,4
0.993459159987822,0.006540840012178,1024,64,4
0.996208911288524,0.003791088711476,1024,128,4
gzip.trace
0.667038773999884,0.332961226000116,1024,1,4
0.667040852811801,0.332959147188199,1024,2,4
0.667055404495223,0.332944595504777,1024,4,4
0.667072034990562,0.332927965009438,1024,8,4
0.667855747083427,0.332144252916573,1024,16,4
0.668252800159653,0.331747199840347,1024,32,4
0.668460681351394,0.331539318648606,1024,64,4
0.668564621947265,0.331435378052735,1024,128,4
mcf.trace
0.010245726936458,0.989754273063542,1024,1,4
0.010286979360037,0.989713020639963,1024,2,4
0.010324106541259,0.989675893458741,1024,4,4
0.010383235015057,0.989616764984943,1024,8,4
0.505030045515174,0.494969954484826,1024,16,4
0.752378202219380,0.247621797780620,1024,32,4
0.876080469727596,0.123919530272404,1024,64,4
0.937954979855066,0.062045020144934,1024,128,4
swim.trace
0.925443529369082,0.074556470630918,1024,1,4
0.925934965517014,0.074065034482986,1024,2,4
0.926225209684920,0.073774790315080,1024,4,4
0.934642290554201,0.065357709445799,1024,8,4
0.962324328068260,0.037675671931740,1024,16,4
0.978904526159905,0.021095473840095,1024,32,4
0.988611214638860,0.011388785361140,1024,64,4
0.993977433515945,0.006022566484055,1024,128,4
twolf.trace
0.984768777028482,0.015231222971518,1024,1,4
0.986607956522460,0.013392043477540,1024,2,4
0.987614534488758,0.012385465511242,1024,4,4
0.988598329826189,0.011401670173811,1024,8,4
0.993879757427137,0.006120242572863,1024,16,4
0.996599174854605,0.003400825145395,1024,32,4
0.998024124732822,0.001975875267178,1024,64,4
0.998809089854688,0.001190910145312,1024,128,4
